name,latitude,longitude,amenity,highway,
Blossom Cosmetics,18.5880637,73.7841181,,,
Cafe Creamy Nuts,18.5878202,73.7840908,,,
Yaari's Coffee & Chinese,18.5880694,73.7841392,,,
Vatika,18.6337458,73.7859084,restaurant,,
NRS hospital,18.6007211,73.7751811,hospital,,
Rasoi Se,18.6561007,73.7694835,restaurant,,
Jai Ganesh Dosa Center,18.5270979,73.8270793,fast_food,,
Sasoon Sarvopchar Hospital Blood Bank,18.526057,73.8716975,blood_bank,,
Inlaks Budharani Hospital Blood Bank,18.5343451,73.887426,blood_bank,,
The New Century Medical & Education Foundation Trust Blood Bank & Aphaeresis Centre,18.564619,73.8010126,blood_bank,,
Aditya Birla Memorial Hospital Blood Bank,18.6256736,73.7748617,blood_bank,,
Indian Serological Institute Blood Bank,18.5061616,73.839983,blood_bank,,
Deenanath Mangeshkar Hospital Blood Bank,18.5020141,73.8323001,blood_bank,,
Padmashree Dr. D.Y. Patil (Vishweshwar) Blood Bank,18.6242477,73.8211727,blood_bank,,
Pimpari Serological Institute Blood Bank,18.6242458,73.8079447,blood_bank,,
Smt Kashibai Navale General Hospital Blood Bank,18.4562697,73.8207918,blood_bank,,
Bharati Vidyapeeth Medical Foundation Blood Bank,18.4594703,73.8562721,blood_bank,,
R.G Gholap Memorial Blood Bank,18.4872101,73.8569641,blood_bank,,
Garware Blood Bank - Talegaon Rural Hospital,18.7350789,73.6755489,blood_bank,,
Shri Bhairavnath Temple,18.3430799,73.9780484,place_of_worship,,
Poona Serological Institute Blood Bank,18.5173234,73.8645829,blood_bank,,
Armed Forces Blood Bank,18.5039398,73.8901779,blood_bank,,
Yezdi Jawa Showroom,18.5585734,73.7922541,,,
Jehangir Hospital Blood Bank,18.5303296,73.8766193,blood_bank,,
M/s. Vidyashree Charitable Trusts Om Blood Bank,18.5234401,73.8641996,blood_bank,,
Chattrapati Shahu Maharaj Pratisthan Blood Bank,18.4661131,73.8576829,blood_bank,,
Akshay Blood Bank,18.4990714,73.9412525,blood_bank,,
Noble Hospital Blood Bank,18.5050386,73.9269939,blood_bank,,
KEM Hospital Blood Bank,18.5200829,73.8666764,blood_bank,,
Sopanbaug Sansrutik Bhavan,18.349646,73.8052056,community_centre,,
Sinhagad Valley,18.3773169,73.7688583,,,
Vijaya Bank,18.3907212,73.9307249,bank,,
Sangameshwar Temple,18.3400568,74.0278429,place_of_worship,,
toppers tutorial,18.6129911,73.8191856,prep_school,,
Popeye Fitness,18.5645234,73.7848993,,,
New Sarovar,18.4935842,73.738525,bar,,
National Cafe,18.4603841,73.8239506,cafe,,
X Treme Hair Salon,18.4607112,73.8238092,,,
National Dairy,18.4604167,73.8240087,,,
Aksharwal Books And Stationery,18.4602951,73.8238448,,,
Canara Bank ATM,18.5285912,73.8752161,atm,,
Gurudawara Guru Nanak Darbar,18.7472189,73.8805072,place_of_worship,,
Reliance Petrolium,18.739552,73.8581854,fuel,,
DHL,18.7388145,73.8576493,post_office,,
Ford,18.738108,73.8574355,,,
KTM,18.6978716,73.8475604,,,
MRF,18.7367187,73.9502603,,,
PDCC,18.7353641,73.9221649,bank,,
Galaxy Cafe,18.7463336,73.8600669,cafe,,
Shwas Multispeciality Hospital,18.7463443,73.8601147,hospital,,
RBL bank,18.7463618,73.8600762,bank,,
Idea,18.746356,73.8600808,,,
Bridgestone,18.7487294,73.8602592,,,
Induslnd Bank,18.7502831,73.8608692,bank,,
Bharat Gas Sigma,18.7490525,73.860307,,,
Essar,18.7428538,73.8955701,fuel,,
Mahindra,18.7241761,73.8533709,,,
True Value,18.7219393,73.8519305,,,
Golden Cafe,18.6506279,73.8394886,cafe,,
Carnival Cinemas,18.6503442,73.8391433,cinema,,
Backpackers Hive,18.541047,73.8909657,,,
Janaseva Sahakari Bank Ltd.,18.5519864,73.8971899,atm,,
Western Union,18.5396889,73.8872657,money_transfer,,
Ashok Layland,18.6950834,73.8479894,,,
Dosti Hotel,18.6770577,73.8496493,restaurant,,
Roll Delight,18.6507943,73.839574,restaurant,,
360 Restobar,18.6502755,73.839884,restaurant,,
PaPa Jees,18.6502733,73.839863,restaurant,,
Jumbo King,18.6106899,73.7498375,restaurant,,
Paratha Hut,18.6110463,73.7497257,restaurant,,
Good Food Roll House,18.6113892,73.7496363,restaurant,,
Superman's Cafe,18.6123331,73.7492724,cafe,,
CNG,18.6307371,73.7428473,fuel,,
Bar Stock Exchange,18.5909321,73.7528542,bar,,
Publiq,18.5908936,73.7528298,bar,,
Barkhana,18.593841,73.7570414,bar,,
Civil_Court,18.5169321,73.8554432,metroStation,,
MG Motor,18.5992662,73.7538248,,,
Jaguar Ace Perkins,18.6028384,73.7538591,,,
Top 87,18.6419826,73.7544634,bar,,
CO2,18.4920389,73.7345942,bar,,
Thalasso,18.4935842,73.7330552,bar,,
90 Degree,18.4938928,73.7323944,bar,,
Wrong Turn,18.4967082,73.7329944,bar,,
New Saiba,18.4994465,73.7317651,bar,,
Smokey Beach,18.487746,73.7147124,bar,,
Mix,18.49795,73.7145217,bar,,
Nityanand Rehabilitation and Residential Mental Heal,18.4565508,73.8515434,hospital,,
Yashda Hospital,18.5168084,73.859535,hospital,,
Mohite Eye Hospital,18.5006535,73.936556,hospital,,
Joglekar Hospital,18.5327524,73.8336359,hospital,,
"Rakshak Hospital, Pune",18.5628712,73.9377429,hospital,,
Parmar Multi Speciality Hospital and Maternity Home,18.5600564,73.8072065,hospital,,
Chaitanya Centre For Psychological Help,18.4795175,73.8043727,hospital,,
"Kamal Nursing Home, Pune",18.4892153,73.8621201,clinic,,
Wadekar Nursing Home,18.4729307,73.8193627,clinic,,
Mothercare Hospital,18.4872463,73.8760145,hospital,,
Dristi Deep Eye Clinic,18.6278544,73.7829874,clinic,,
Ranna Nursing Home,18.6663632,73.7812182,clinic,,
Onkar Hospital,18.6468218,74.0607716,hospital,,
"Sahyadri Hospital, Bibvewadi",18.4781739,73.862105,hospital,,
Bhalerao ENT Hospital & Laser Centre,18.6495394,73.7777303,hospital,,
Bhagali Clinic and Nursing Home,18.4746632,73.8580583,clinic,,
Siddhi Health Care Center,18.5857676,73.818174,hospital,,
"Aditya Eye Clinic, Pune",18.5160339,73.8792372,clinic,,
Argade Infertility and Endoscopic Surgery and Icu Center,18.5017523,73.8102353,hospital,,
CGHS Dispensary No.2,18.5556244,73.8756169,clinic,,
Shree Balaji Eye Hospital,18.4910283,73.8581684,hospital,,
Nikhil Polyclinic,18.5611231,73.8938338,clinic,,
Chaitanya Stem Cell Center,18.5000189,73.8503981,hospital,,
Shree Shakti Hospital,18.5887256,73.8014048,hospital,,
"Welfare Medical Foundatios, Mohintara Hospital",18.503468,73.9292309,hospital,,
"Pawar Hospital, Pune",18.4658771,73.8601231,hospital,,
Hotel chul angan,18.4596992,73.8011789,restaurant,,
Galaxy Care Laparoscopy Institute Pvt. Ltd.,18.5110031,73.837105,hospital,,
Punarvasu Chikitsalaya,18.5284781,73.8423179,hospital,,
Ushakiran General Hospital,18.5019965,73.9348286,hospital,,
"Sangam Hospital, Pune",18.4757105,73.8578707,hospital,,
"Zenith Hospital, Pune",18.5025879,73.9294803,hospital,,
Umarji Hospital,18.5119352,73.857758,hospital,,
Latai Clinic,18.6733701,73.7345752,clinic,,
Amrut Hospital,18.6098278,73.8017106,hospital,,
Latkar Hospital,18.5609006,73.8132226,hospital,,
Lunkad Hospital,18.5840808,73.833248,hospital,,
Shashwat Hospital,18.4948349,73.8135271,hospital,,
Medipoint Hospital,18.5623861,73.933849,hospital,,
Indira Maternity Home,18.5122188,73.8762961,hospital,,
Dr Hinge's Dental Clinic,18.6178996,73.8494083,dentist,,
"Bhoir Hospital, Pune",18.6142278,73.7647042,hospital,,
"Mayur Hospital, Pune",18.6661878,73.7959667,hospital,,
Alatkar Hospital,18.5018572,73.9322779,hospital,,
Pimpri Chinchwad (Pcip) Institute Of Paediatrics,18.6185477,73.803735,hospital,,
Rode Hospital,18.6186748,73.8699487,hospital,,
Ranka Hospital,18.4950117,73.861886,hospital,,
"CGHS Polyclinic, Mukund Nagar",18.4945971,73.8599226,clinic,,
Dr. Ashok Parakh,18.4871465,73.8570687,doctors,,
Niramaya Hospital,18.6394848,73.7967941,hospital,,
Diwan Hospital,18.6579111,73.7762953,hospital,,
Bhide Hospital,18.5048666,73.8443399,hospital,,
"Grant Medical Foundation, Ruby Hall Clinic - Wanowarie - Pune",18.4848278,73.9048804,clinic,,
Poona Laser Center,18.5123701,73.8381752,hospital,,
CGHS Dispensary No.4,18.5189181,73.8599682,clinic,,
Om Netralaya Eye Clinic,18.5787163,73.8154797,clinic,,
Siddhant Maternity Home,18.4792694,73.8566422,hospital,,
Remedy Hospital,18.5005568,73.9365077,hospital,,
Shivarkar Hospital,18.3511753,74.0255946,hospital,,
Amit Hospital,18.5463494,73.8880362,hospital,,
"Kaushal Hospital, Pune",18.6186926,73.7992403,hospital,,
"Purandare Hospital, Pune",18.5022916,73.8586646,hospital,,
Pramodini Urology Foundation,18.5199125,73.8410217,hospital,,
Harsh Hospital,18.4802908,73.8662057,hospital,,
Avanti Nursing Home,18.6332605,73.806607,clinic,,
Dr. Kashyap Nursing Home,18.4705601,73.8643355,clinic,,
Shree Harneshwar Clinic,18.733558,73.6646846,clinic,,
Shraddha Hospital,18.5019482,73.9315805,hospital,,
Lifeline Speciality Hospital,18.5823761,73.9894465,clinic,,
Salunke Hospital,18.5585931,73.9273694,hospital,,
Moolanis Eye Care Centre,18.5057737,73.8783494,hospital,,
Gokhale Hospital,18.502172,73.857062,hospital,,
"Sushrut Hospital, Chinchwad",18.6283685,73.8129256,hospital,,
Wankhede Hospital,18.4724656,73.8888207,hospital,,
Pune Fertility Center,18.5287757,73.8479868,hospital,,
Jagtap Hospital,18.4774187,73.8237825,hospital,,
Health Plus Nursing Home,18.564719,73.8129873,clinic,,
Attharva Accident Hospital,18.7317589,73.6640784,hospital,,
Joshi Hospital,18.5171772,73.8332118,hospital,,
"Lifeline Hospital, Pune",18.5875463,73.8625391,hospital,,
Dr Patwardhan Hospital,18.4573434,73.8507776,hospital,,
Sainath Orthopaedic Hospital,18.6182834,73.8028754,hospital,,
Shri Samarth Hospital,18.5180616,73.865867,hospital,,
Mai Mangeshkar Hospital,18.4851843,73.7997318,hospital,,
Kamal Netra Rugnalaya,18.4949914,73.81219,hospital,,
Ashwini Hospital and Endoscopy Centre,18.6676197,73.7942453,hospital,,
Dr. Tekawade Eye Clinic,18.4953513,73.8583679,clinic,,
Kulkarni Hospital and Diagnostic Centre,18.4851967,73.8092832,hospital,,
Khares Eye Institute,18.5145168,73.8317379,hospital,,
Dr Chavans Fracture and Orthopaedic Center,18.4785979,73.8238536,hospital,,
"Suraj Hospital, Hadaspur",18.5052573,73.9541258,hospital,,
Gultekdi Nursing and Maternity Home,18.4926804,73.8685472,hospital,,
Ankur Nursing Home,18.6267259,73.7826857,clinic,,
Agarwal Maternity and General Hospital,18.5588804,73.931217,hospital,,
Swaminathan Clinic,18.6240291,73.8028304,clinic,,
Sant Dnyaneswar Medical Education Research Centre,18.5137805,73.8476971,hospital,,
"Tanmay Nursing Home, Pune",18.5050341,73.9012172,clinic,,
Kohakade Hospital,18.5628578,73.9320606,hospital,,
Patankar Nursing Home,18.5003686,73.8542886,clinic,,
Dr. Karve Childrens Hospital,18.5252254,73.8499763,hospital,,
Yashashree Maternity and Nursing Home,18.4886651,73.8502412,hospital,,
New Life Children Hospital,18.6146396,73.7856428,hospital,,
Yeshwant Eye Clinic and Hospital,18.4970609,73.8537818,clinic,,
Vinayak Netralaya - Pune,18.5105851,73.817981,hospital,,
Shaishav Clinic,18.5138215,73.8477098,clinic,,
Seva Hospital,18.5748353,73.8277468,hospital,,
Mams Sumatibhai Shah Ayurved Mahavidyalayas,18.5035837,73.9387286,hospital,,
Sainath Hospital,18.6545135,73.8484494,hospital,,
Nayan Tara Eye Clinic,18.5010261,73.8251773,clinic,,
"Surya Multispeciality Hospital - Chakan, Pune",18.7484989,73.8602592,hospital,,
Abane Hospital,18.4994516,73.9377093,hospital,,
"Hiremath Nursing Home, Pune",18.6259736,73.783772,clinic,,
Rahel Hospital,18.5152906,73.8754553,hospital,,
Dr Sonawane Hospital,18.6472922,74.0590444,hospital,,
Nachiket Hospital Pvt Ltd,18.5076864,73.831062,hospital,,
"Shivam Hospital, Pune",18.4904171,74.000239,hospital,,
Rote Clinic,18.5604194,73.8090387,clinic,,
Sai Shree Orthopaedic Super Speciality and Joint Replacement Centre,18.5601581,73.8052712,hospital,,
Disha Netralaya - Pune,18.6647203,73.7849696,hospital,,
Sunny Nursing Home,18.5121794,73.8102467,clinic,,
Shahade Hospital,18.4978682,73.8537562,hospital,,
Dada Laser Eye Institute,18.5109382,73.8799037,hospital,,
Jeevan Sadhana Clinic - Pune,18.5052192,73.8240199,clinic,,
Dr.Prakash Katariya Laser Cure,18.5223591,73.8441311,hospital,,
"Siddharth Hospital, Pune",18.4900578,73.8684641,hospital,,
Anjali Hospital,18.6200124,73.8010407,hospital,,
Dr.Purohit Nursing Home,18.490344,73.8443121,hospital,,
"Pooja Hospital, Pune",18.5891781,73.8190953,hospital,,
Sahyadri Hospital Hadapsar,18.5031602,73.9321491,hospital,,
Siddhi Hospital and Laproscopy Centre Pvt Ltd,18.464116,73.859008,hospital,,
Nande Hospital,18.5011902,73.9383772,hospital,,
PBMA's H V Desai Eye Hospital,18.4722952,73.9237216,hospital,,
"Phoenix Hospital, Pune",18.6047183,73.7761981,hospital,,
Asha Dental Clinic,18.4984863,73.8547043,dentist,,
Suraj Hospital,18.4814034,73.8724713,hospital,,
Patil Hospital General and Eye Hospital,18.6525408,73.7780609,hospital,,
Moraya Hospital,18.5821441,73.8283718,hospital,,
Burute Child Care Clinic,18.6230944,73.8015678,clinic,,
Desai Hospital,18.6337676,73.8493024,hospital,,
"Shri Sai Hospital, Pune",18.6723003,73.8920917,hospital,,
"Mohintara Hospital, Hadapsar",18.5008462,73.9305311,hospital,,
Pratap Memorial Hospital,18.7334507,73.6797895,hospital,,
Chinchanikar Hospital,18.4785438,73.8235485,hospital,,
Ameya Clinic,18.5037236,73.829328,clinic,,
Morya Clinic,18.6568489,73.7752157,clinic,,
"Chaitanya Hospital, Bhaghirathi Nagar",18.4778296,73.7977711,hospital,,
Dr Sarawat Memorial Hospital,18.4705427,73.8878018,hospital,,
"Sanjeevani Nursing Home, Pune",18.5009816,73.9410272,clinic,,
Kotbagi Hospital,18.5619808,73.8047278,hospital,,
Dr. Gogate's Eye Clinic,18.5327481,73.8743435,clinic,,
Matoshri Hospital,18.7375516,73.6391607,hospital,,
"Anand Hospital, Bhosari",18.621807,73.8514093,hospital,,
Chintamani Hospital,18.3514712,74.0271818,hospital,,
Pawna Hospital,18.7029494,73.6854187,hospital,,
Vinod Memorial Multispeciality Hospital,18.5732119,73.8774723,hospital,,
"Suman Nursing Home, Pune",18.5249488,73.843374,social_facility,,
Dhanashree Hospital,18.6591036,73.7978435,hospital,,
Medlife Multispeciality Hospital and Icu,18.6191718,73.7912714,hospital,,
Om Hospital,18.5292449,73.830716,hospital,,
Bagade Hospital For Women and Maternity Home,18.5964845,73.8300374,hospital,,
Bharatiya Sanskriti Darshan Trust,18.5819248,74.0024284,hospital,,
Ruby Ailcare Superspeciality Cardiac Care Centre,18.6214797,73.8208455,hospital,,
Nayanjyot Eye Clinic and Laser Centre(NEO EYE CLINIC),18.5179948,73.8353509,clinic,,
Komal Nursing Home,18.5687078,73.8802859,clinic,,
Pune Adventist Hospital,advantist hospital,18.491944,73.8710202,hospital,
Sharda Clinic,18.5012309,73.8663384,clinic,,
Mahajan Hospital,18.4840672,73.857003,hospital,,
Bhavdhan Medicare Centre,18.515372,73.7809637,clinic,,
Om Prasuti Graha,18.5470843,73.8885243,hospital,,
"Shreenath Hospital, Pune",18.5211129,73.906766,hospital,,
Subodh Hospital,18.5035234,73.8137605,hospital,,
"Pai Hospital, Pune",18.4689649,73.8572026,hospital,,
Chinmay Institute Of Paediatrics,18.5083289,73.8457009,hospital,,
Patil Hospital - Pune,18.4797674,73.8251685,hospital,,
Paras Polyclinic and General Hospital,18.6436414,73.7710556,hospital,,
Shree.J.Hospital,18.4653028,73.864194,hospital,,
Just In Time,18.6364044,73.7966244,,,
People,18.6362075,73.7963956,,,
Brand Factory,18.6363513,73.7961831,,,
Shoe Express,18.6362407,73.7961948,,,
Reebok,18.6360548,73.7960827,,,
Javed Habib,18.6359221,73.796078,,,
Rolls Mainia,18.6358424,73.7963396,fast_food,,
crossword,18.6357694,73.7963419,,,
RedTape,18.6358867,73.796071,,,
Suryaprabha Nursing Home,18.5073684,73.8083558,clinic,,
Bansal Hospital,18.6786782,73.7327309,hospital,,
Pataskar Hospital,18.6460596,73.8499998,hospital,,
Darekar Hospital,18.6413795,74.0502669,hospital,,
Paranjpe Eye Clinic and Eye Surgery Centre,18.5183547,73.8404001,hospital,,
Ushakiran Eye Hospital,18.6133992,73.7664382,hospital,,
Devadhar Nursing Home,18.6141414,73.800057,clinic,,
Namrata Clinic,18.5142815,73.8689294,clinic,,
Aai Maternity Hospital and Nursing Home,18.6175138,73.8492092,hospital,,
K. K. Hospital - Pune,18.5626283,73.938176,hospital,,
Kurtkoti Nursing Home,18.509945,73.7963207,clinic,,
Ace Hospital,18.504933,73.8303593,hospital,,
"Shrikhande Clinic, Pune",18.6530446,73.7748738,clinic,,
Jeewan Jyot Multispeciality Medical Care Center,18.5569451,73.9074788,hospital,,
Swastik Dental Care,18.621528,73.8507052,dentist,,
Pooja Hospital,18.5023551,73.9288205,hospital,,
Dr. Mainkar Hospital,18.3424837,74.0294194,hospital,,
Chandra Hospital,18.4522084,73.890656,hospital,,
Dalvi Hospital,18.3457705,74.0291901,hospital,,
Vaibhavi Hospital,18.4994249,73.9469039,hospital,,
"Ankur Hospital, Shivaji Nagar",18.6062334,73.7729748,hospital,,
Saidham Hospital,18.6195467,73.8433908,hospital,,
Sunita Nursing Home,18.4839133,73.9321163,clinic,,
Global Hospital & Research Institute,18.5013237,73.8410144,hospital,,
"Lokmanya Hospital, Pune",18.5089079,73.834105,hospital,,
Natasha Nursing Home,18.5995668,73.7942742,clinic,,
Sai Sneh Hospital and Diagnostic Centre Pvt Ltd,18.4465478,73.8597831,hospital,,
Pabalkar Nursing Home,18.5059721,73.8564974,clinic,,
"Kabre Orthopedic, Spine and Dental Centre",18.6490413,73.8076058,hospital,,
"Chavan hospital, Pune",18.6332402,73.8167819,hospital,,
Harsh Eye Clinic,18.6391277,73.7941736,clinic,,
Padam.Dr.D.Y.Patil Hospital and Research Centre,18.6240215,73.8212612,hospital,,
Lohade Hospital,18.6405777,73.7945558,hospital,,
"Surya Netralaya, Pune",18.5600145,73.8064085,clinic,,
"Lodha Hospital, Pune",18.4833651,73.8004071,hospital,,
Usha Nursing Home,18.5074956,73.8788523,clinic,,
"Adarsh Hospital, Pune",18.4541274,73.8881166,hospital,,
Alhat Nursing Home,18.6216793,73.8504235,clinic,,
Marathe Nursing Home,18.5047181,73.8203453,clinic,,
Shriniwas Hospital,18.6672779,73.7846866,hospital,,
Neo Clinic,18.5240377,73.8414207,clinic,,
Dhanwantari Hospital,18.5194471,73.8658999,hospital,,
Pungliya Hospital,18.5226796,73.8508487,hospital,,
B.J.Medical College and Sassoon Hospital,18.526235,73.871161,hospital,,
Sanket Eye Clinic,18.7220718,73.6837833,clinic,,
Varma Ortho - Surgical Centre,18.6570509,73.769787,hospital,,
S P Deshpande Eye Clinic,18.5157802,73.8471479,clinic,,
Karne Hospital Pvt Ltd,18.4954696,73.8583709,hospital,,
Vibhute Hospital,18.5040492,73.8518391,hospital,,
Undre Hospital,Undre Hospital Wagholi,18.5815165,73.9856009,hospital,clinic
Mankikar Hospital For Children and Lab,18.6186189,73.8495646,hospital,,
Maval Hospital,18.741703,73.6338449,hospital,,
Unique Childrens Hospital,18.6388704,73.7943419,hospital,,
Yash Hospital - V.K. Medical Foundation,18.5103392,73.9380687,hospital,,
"Chetana Hospital, Pune",18.6596112,73.7970825,hospital,,
Kulkarni Endo Surgery Institute and Reconstructive Urology Centre,18.5097841,73.8029893,hospital,,
Om Shree Swami Samarth Hospital,18.6345339,73.7791827,hospital,,
Vinnayak Hospital,18.4854879,73.8717458,hospital,,
Dr Makan Surgical Maternity and Accident Hospital,18.5756743,73.8196734,hospital,,
"Global Multi Speciality Hospital, Pune",18.6026821,73.7772542,hospital,,
Shah Hospital,18.5486475,73.8893055,hospital,,
Navjeewan Hospital,18.4984609,73.9543189,hospital,,
Prathmesh Hospital,18.5518547,73.9368054,hospital,,
Kavde Nursing Home,18.4625831,73.7732537,clinic,,
Pune City Eye Hospital,18.5298629,73.8760869,hospital,,
Talesara Hospital,18.5498719,73.8887711,hospital,,
Borse Nursing Home,18.5093803,73.7901476,hospital,,
"Shree Krupa Hospital, Pune",18.6243518,73.7864814,hospital,,
Dr. Bumb Nursing Home,18.5577324,73.9089614,clinic,,
Prathamesh Hospital,18.5735081,73.8239434,hospital,,
Deodhar Eye Hospital,18.5114494,73.836472,hospital,,
"Om Hospital, Bavdhan",18.5164841,73.7818475,hospital,,
Shri Sai Clinic,18.5864474,73.8210222,clinic,,
Dr Meenu Agarwal Clinic,18.5139534,73.8781965,clinic,,
Sai Seva Hospital,18.5067097,73.8798045,clinic,,
Godbole Hospital,18.5112078,73.8513154,hospital,,
Sanjeevani Hospital,18.4626294,73.7748331,hospital,,
Kataria Hospital,18.545411,73.8855249,hospital,,
"Ashwini Hospital, Pune",18.6436421,73.7732088,hospital,,
Sevadham Hopital,18.7327978,73.6712413,hospital,,
Dr.Pawar Eye Hospital,18.5092716,73.8449264,hospital,,
National Institute Of Ophthalmology,18.5596864,73.8148253,hospital,,
Nm Wadia Institute Of Cardiology,18.5307444,73.8771894,hospital,,
"Indira Nursing Home, Pune",18.4998338,73.8134164,clinic,,
Bhakti Hospital,18.5851041,73.819735,hospital,,
"Pritam Hospital, Pune",18.617531,73.8500802,hospital,,
Sane Guruji Arogya Kendra,18.503632,73.9381224,hospital,,
Wagh Eye Clinic,18.5252979,73.8437355,clinic,,
Bhide Clinic,18.5208179,73.8458765,clinic,,
Prabhudesai Eye Clinic,18.5009346,73.8202762,clinic,,
Badade Hospital,18.6573737,73.7682514,hospital,,
Disha Diagnostic Center,18.5608992,73.8112011,clinic,,
Bhandari Maternity and Nursing Home,18.4777164,73.8234164,hospital,,
"Samarth Hospital, Pune",18.5195234,73.862059,hospital,,
Amai Charitable Trust Institute Of Urology,18.5550536,73.8162401,hospital,,
Z Y - Vision,18.5247371,73.8408494,hospital,,
Dr. Balani's Speciality Dental Clinic,18.525598,73.8763618,clinic,,
"Shreeyash Hospital, Pune",18.5155666,73.8418673,hospital,,
Dr. Todkar Hospital,18.5229518,73.8639473,hospital,,
Khenat Hospital and Maternity Home,18.4891281,73.8138248,hospital,,
Manoj Clinic / Gore Hospital,18.5117788,73.8487867,hospital,,
"Om Hospital, Pune",18.6167297,73.8737755,hospital,,
